Greek Council,Greek Organization,Home City,Home State,Home Country,Latitude of Home City,Longitude of Home City,Free and reduced percentage of  High School,Public or Private High School,Domestic or International High School,Boarding/Day High School,Religous High School?,Gender of High School's Students,Tuition of High School,Sports Team,Merit Scholarship
Fraternity,Sigma Phi Epsilon,Studio City,California,United States,34.148399,-118.396188,Data not available,private,Domestic,Day,Episcopal,Co-Ed,37260,None,None
Fraternity,Pi Kappa Phi,Suffern,New York,United States,41.115137,-74.149395,0.18570474,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Sugar Land,Texas,United States,29.619679,-95.634946,Data not available,public,Domestic,Day,Unafilliated,Co-Ed,8300,None,None
None,None,Sugar Land,Texas,United States,29.619679,-95.634946,0.27508996,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Sugar Land,Texas,United States,29.619679,-95.634946,0.21943844,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Sugar Land,Texas,United States,29.619679,-95.634946,0.20328917,public,Domestic,Day,Unafilliated,Co-Ed,0,None,AB
None,None,Summerfield,North Carolina,United States,35.568217,-77.402743,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,21700,None,None
Sorority,Zeta Tau Alpha,Summit,New Jersey,United States,40.71819,-74.359216,Data not available,private,Domestic,Day,Unafilliated,All-Girls,38995,None,None
None,None,Sumter,South Carolina,United States,33.920435,-80.341469,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,6760,None,None
Fraternity,Pi Kappa Phi,Sunningdale,NA,United Kingdom,51.399774,-0.631818,NA,private,International,Day,Unafilliated,Co-Ed,31424.07,None,None
Fraternity,Delta Sigma Phi,Sunnyvale,California,United States,37.36883,-122.03635,Data not available,private,Domestic,Day,Catholic,All-Boys,19665,None,None
Fraternity,Sigma Alpha Epsilon,Sunrise,Florida,United States,26.148245,-80.328886,0.58046511,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Suwanee,Georgia,United States,34.05149,-84.0713,0.3514,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Phi,Suwanee,Georgia,United States,34.05149,-84.0713,0.41518424,public,Domestic,Day,Unafilliated,Co-Ed,0,Fooball,None
None,None,Swansboro,North Carolina,United States,34.687662,-77.119117,Data not available,Home School,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Swarthmore,Pennsylvania,United States,39.902057,-75.349912,0.11914893,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Tahlequah,Oklahoma,United States,35.91537,-94.969956,0.63905325,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Taipei,NA,Taiwan,25.037517,121.5637,NA,private,International,Day,Unafilliated,Co-Ed,NA,None,None
None,None,Taipei,NA,Taiwan,25.037517,121.5637,NA,private,International,Day,Unafilliated,Co-Ed,24977.017,None,None
None,None,Taipei,NA,Taiwan,25.037517,121.5637,NA,private,International,Day,Unafilliated,Co-Ed,24977.017,None,None
None,None,Taipei,NA,Taiwan,25.037517,121.5637,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Taipei City,NA,Taiwan,25.037517,121.5637,NA,private,International,Day,Unafilliated,Co-Ed,24977.017,None,None
None,None,Tallahassee,Florida,United States,30.438083,-84.280933,0.08751864,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,Tallahassee,Florida,United States,30.438083,-84.280933,0.08751864,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,Tampa,Florida,United States,27.94776,-82.458444,Data not available,private,Domestic,Day,Catholic,Co-Ed,19150,None,None
None,None,Tampa,Florida,United States,27.94776,-82.458444,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,21825,None,None
None,None,Tampa,Florida,United States,27.94776,-82.458444,Data not available,private,Domestic,Day,Catholic,Co-Ed,18420,None,None
None,None,Tampa,Florida,United States,27.94776,-82.458444,0.46767457,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Tau Omega,Tampa,Florida,United States,27.94776,-82.458444,0.50464396,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Zeta Tau Alpha,Tampa,Florida,United States,27.94776,-82.458444,0.1969957,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Taos,New Mexico,United States,36.407249,-105.573066,0.61316872,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Tarpon Springs,Florida,United States,28.147789,-82.777409,0.18699187,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Tau Omega,Tarpon Springs,Florida,United States,28.147789,-82.777409,0.18699187,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Kappa Alpha Order,Tarpon Springs,Florida,United States,28.147789,-82.777409,0.18699187,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Tarzana,California,United States,34.172797,-118.553369,Data not available,private,Domestic,Day,Unafilliated,All-Girls,37950,Women's Track,None
None,None,Tashkent,NA,Uzbekistan,41.312336,69.278708,NA,private,International,Day,Unafilliated,Co-Ed,6500,None,None
None,None,Temecula,California,United States,33.494635,-117.147366,0.11902789,public,Domestic,Day,Unafilliated,Co-Ed,0,Volleyball,None
None,None,Tenafly,New Jersey,United States,40.925377,-73.962915,0.03281519,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Tianjin,NA,China,39.123564,117.198079,NA,public,International,Data not available,Unafilliated,Co-Ed,NA,None,None
None,None,Tianjin,NA,China,39.123564,117.198079,NA,public,International,Data not available,Unafilliated,Co-Ed,3840.5,None,None
None,None,Tiffin,Ohio,United States,41.114499,-83.177975,0.30346475,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Epsilon Pi,Tinton Falls,New Jersey,United States,40.289073,-74.092797,0.0124,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Tokyo,NA,Japan,35.690041,139.510395,NA,private,International,Boarding,Unafilliated,Co-Ed,48499.16,None,None
None,None,Toledo,Ohio,United States,41.678675,-83.512728,Data not available,private,Domestic,Day,Catholic,Co-Ed,9450,Fooball,None
Sorority,Kappa Alpha Theta,Toronto,NA,Canada,43.652921,-79.384901,NA,private,International,Day,Anglican,All-Girls,23327.45,None,None
None,None,Toronto,NA,Canada,43.652921,-79.384901,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Torrance,California,United States,33.835849,-118.340629,0.22605364,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Towson,Maryland,United States,39.396438,-76.614734,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,28960,Women's Soccer,None
None,None,Travelers Rest,South Carolina,United States,34.967617,-82.443455,0.45387755,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Traverse City,Michigan,United States,44.760644,-85.61653,0.6,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Chi Omega,Trent Woods,North Carolina,United States,35.082104,-77.086338,NA,private,Domestic,Day,Antabaptist,All-Girls,23080,None,BN
None,None,Tucker,Georgia,United States,33.854372,-84.216813,Data not available,private,Domestic,Day,Catholic,Co-Ed,14170,None,None
None,None,Tucson,Arizona,United States,32.221742,-110.926476,0.57,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Tucson,Arizona,United States,32.221742,-110.926476,0.57,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Tucson,Arizona,United States,32.221742,-110.926476,0.1245,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Tulsa,Oklahoma,United States,36.155681,-95.992911,0.33963964,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,Tustin,California,United States,33.745851,-117.826166,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,37700,None,None
None,None,Tustin,California,United States,33.745851,-117.826166,Data not available,private,Domestic,Day,Catholic,Co-Ed,15850,None,None
None,None,Tustin,California,United States,33.745851,-117.826166,0.2277,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Union City,New Jersey,United States,40.779546,-74.023751,NA,private,Domestic,Day,Episcopal,Co-Ed,47965,None,None
None,None,Valdosta,Georgia,United States,30.832702,-83.278485,1,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Valencia,California,United States,34.146677,-117.272543,0.24806534,public,Domestic,Day,Unafilliated,Co-Ed,0,Fooball,None
None,None,Valencia,California,United States,34.146677,-117.272543,0.24806534,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Swimming,None
Sorority,Pi Beta Phi,Valley Stream,New York,United States,40.66427,-73.708464,0.17833173,public,Domestic,Day,Unafilliated,Co-Ed,0,None,AB
None,None,Vancouver,NA,Canada,45.630695,-122.674456,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
None,None,Vancouver,Washington,United States,45.630695,-122.674456,0.38855909,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Chi Omega,Vancouver,NA,Canada,45.630695,-122.674456,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Vancouver,Washington,United States,49.260894,-123.113938,0.29345266,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Zeta Tau Alpha,Vancouver,Washington,United States,49.260894,-123.113938,0.29345266,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Vass,North Carolina,United States,35.256268,-79.282249,0.32275132,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Vernon Hills,Illinois,United States,42.219469,-87.979519,0.12824547,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Vero Beach,Florida,United States,27.638716,-80.39754,Data not available,private,Domestic,Day,Episcopal,Co-Ed,26160,None,None
Fraternity,Sigma Alpha Epsilon,Vero Beach,Florida,United States,27.638716,-80.39754,0.4724851,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Vestavia,Alabama,United States,33.417699,-86.750381,0.07285115,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Victor,New York,United States,42.982563,-77.408879,0.14668652,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Chi Omega,Victorville,California,United States,34.536107,-117.291156,0.229,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Vienna,Virginia,United States,38.901301,-77.265158,NA,private,International,Boarding,Inter-/Non-denominational,Co-Ed,NA,None,None
None,None,Vienna,NA,Austria,48.208354,16.372504,NA,private,International,Day,Unafilliated,Co-Ed,24420.72,None,None
None,None,Vienna,Virginia,United States,38.901301,-77.265158,0.09450337,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Vienna,Virginia,United States,38.901301,-77.265158,0.09450337,public,Domestic,Day,Unafilliated,Co-Ed,0,Rowing,None
Fraternity,Pi Kappa Phi,Vientiane,NA,Laos,17.964099,102.613371,NA,private,International,Boarding,Unafilliated,Co-Ed,29963,None,AB
None,None,Villa Park,Illinois,United States,41.889132,-87.977485,0.27660572,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Sigma Phi,Villanova,Pennsylvania,United States,40.037332,-75.349077,Data not available,private,Domestic,Day,Episcopal,Co-Ed,33100,None,None
None,None,Villanova,Pennsylvania,United States,40.037332,-75.349077,0.10068259,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Virginia Beach,Virginia,United States,36.718371,-76.24668,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,23700,Field Hockey,None
None,None,Virginia Beach,Virginia,United States,36.718371,-76.24668,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,19650,None,Robertson
None,None,Virginia Beach,Virginia,United States,36.718371,-76.24668,0.25045537,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,Waban,Massachusetts,United States,42.326914,-71.230224,0.13865779,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Wake Forest,North Carolina,United States,35.98031,-78.510343,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,49880,None,None
Sorority,Delta Delta Delta,Wakefield,Massachusetts,United States,42.506484,-71.072831,NA,private,Domestic,Day,Catholic,Co-Ed,20100,None,None
None,None,Waldorf,Maryland,United States,38.626388,-76.910658,0.16214807,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Walkersville,Maryland,United States,39.486213,-77.351928,Data not available,Home School,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Walnut Cove,North Carolina,United States,36.295415,-80.141712,0.35492364,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Wantagh,New York,United States,40.683712,-73.510126,0.04995374,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Phi,Warren,New Jersey,United States,40.860222,-74.972049,NA,private,Domestic,Day,Unafilliated,Co-Ed,38273,None,None
None,None,Warrenton,Virginia,United States,38.71355,-77.795367,0.08064516,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Delta Pi,Warrington,Pennsylvania,United States,40.248315,-75.159002,NA,private,Domestic,Day,Catholic,All-Girls,18200,None,None
Fraternity,Delta Sigma Phi,Warrington,Pennsylvania,United States,40.248315,-75.159002,0.08086253,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Soccer,None
None,None,Warwick,New York,United States,41.256483,-74.359875,0.12299854,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Track,None
Fraternity,Sigma Phi Epsilon,"Washington, D.C.","Washington, D.C.",United States,38.894955,-77.036646,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,38710,None,None
None,None,"Washington, D.C.","Washington, D.C.",United States,38.894955,-77.036646,0.9933,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Delta Pi,Watchung,New Jersey,United States,40.63788,-74.450986,0.02267573,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Fencing,None
None,None,Water Mill,New York,United States,40.905934,-72.362029,0.07663551,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Waterford,Virginia,United States,39.188317,-77.61154,Data not available,Home School,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Wauseon,Ohio,United States,41.546069,-84.136205,0.1994,public,Domestic,Day,Unafilliated,Co-Ed,0,Wrestling,None
None,None,Waxhaw,North Carolina,United States,34.924594,-80.743402,Data not available,Home School,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Wayland,Massachusetts,United States,42.363206,-71.360672,0.07990599,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Wayne,Pennsylvania,United States,40.044015,-75.387862,0.06094588,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Waynesboro,Virginia,United States,38.065229,-78.905888,0.48972602,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Wellington,NA,New Zealand,26.658678,-80.241436,NA,public,International,Day,Unafilliated,Co-Ed,0,None,Robertson
Fraternity,Pi Kappa Alpha,Wellington,Florida,United States,-41.288764,174.777224,0.3324937,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Delta Phi,West Chester,Pennsylvania,United States,39.959721,-75.605964,NA,private,Domestic,Day,Catholic,All-Boys,31200,Men's Track,None
None,None,West Chester,Pennsylvania,United States,39.959721,-75.605964,0.10742496,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Tau Delta,West Hartford,Connecticut,United States,41.762045,-72.74204,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,56600,None,None
Sorority,Chi Omega,West Hartland,Connecticut,United States,42.007595,-72.970659,NA,Home School,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,West Linn,Oregon,United States,45.365676,-122.612314,Data not available,private,Domestic,Day,Catholic,Co-Ed,13875,None,Robertson
Sorority,Alpha Delta Pi,West New York,New Jersey,United States,40.788009,-74.014276,NA,private,Domestic,Boarding,Presbyterian,Co-Ed,57900,None,None
Fraternity,Pi Kappa Phi,West Orange,New Jersey,United States,40.798711,-74.239035,0.01570964,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,West Palm Beach,Florida,United States,26.715343,-80.053375,0.62390891,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Phi,West Palm Beach,Florida,United States,26.715343,-80.053375,0.1988,public,Domestic,Day,Unafilliated,Co-Ed,0,None,Robertson
Fraternity,Sigma Phi Epsilon,West Palm Beach,Florida,United States,26.715343,-80.053375,0.1988,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Western Springs,Illinois,United States,41.809753,-87.900615,0.15652613,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Westfield,New Jersey,United States,40.658991,-74.347372,0.03128371,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Track,None
Fraternity,Delta Sigma Phi,Westfield,New Jersey,United States,40.658991,-74.347372,0.03128371,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Soccer,None
None,None,Westford,Massachusetts,United States,42.579258,-71.437841,0.0489596,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Westmount,NA,Canada,45.485733,-73.596395,NA,public,International,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Weston,Massachusetts,United States,42.366763,-71.303113,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,46250,None,None
Sorority,Delta Delta Delta,Weston,Connecticut,United States,42.366763,-71.303113,NA,private,Domestic,Day,Unafilliated,Co-Ed,42770,None,None
None,None,Weston,Massachusetts,United States,42.366763,-71.303113,Data not available,private,Domestic,Day,Catholic,All-Boys,44850,Baseball,None
None,None,Weston,Florida,United States,26.103632,-80.403102,0.18222321,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Weston,Florida,United States,26.103632,-80.403102,0.18222321,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Weston,Massachusetts,United States,42.366763,-71.303113,0.06082036,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,Weston,Florida,United States,26.103632,-80.403102,0.18222321,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
